policy_index,policy_id,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,recovery_min,extension_share,headway_status,span_status,calendar_status,recovery_status,extension_share_status,production_status,fleet_status,exact_timetable,s8_phase_selected
149,SP2_acc0b0b1eb7336,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
150,SP2_d54cef0d5777b4,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
151,SP2_0548d9df529449,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
152,SP2_dfd41c1451e135,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
153,SP2_12ceb20d719855,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
154,SP2_4e2288d5927785,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
155,SP2_e673d5400d898c,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
156,SP2_5189380caa71b7,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
157,SP2_59ce8ff5ddbb67,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
158,SP2_ec19f2360fa47e,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
159,SP2_0472a26e324f91,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
160,SP2_7794f95e829989,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
161,SP2_7ff4f24397e42c,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
162,SP2_915b36d8befc6d,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
163,SP2_07c78485f0edb2,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
164,SP2_3fe878dcec3960,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
165,SP2_62ab6fec2e26df,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
166,SP2_1980d81a0eccdc,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
167,SP2_0ee2315c60bb7c,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
168,SP2_78cbaee91ea2e9,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
169,SP2_4b6ca02917c0b6,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
170,SP2_7853afac2c343b,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
171,SP2_b28f6ea7be8856,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
172,SP2_eb8ee6d2cd9d78,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
173,SP2_e7b9e52ab3ee91,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
174,SP2_13ea12add736d4,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
175,SP2_89d290f93004ad,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
176,SP2_086701634bb9eb,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
177,SP2_4ba3853283e01c,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
178,SP2_a5cf43d5ff6982,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
179,SP2_9c9ff6a40327e7,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
180,SP2_bd66a502ba02d3,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
181,SP2_25a60d72187ea7,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
182,SP2_2945b9074fdbf4,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
183,SP2_c27ff130f9a190,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
184,SP2_37ddea601555d5,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
185,SP2_29558f5fa34aea,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
186,SP2_3e2237f57b5b8d,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
187,SP2_c5cbaa736c0c9a,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
188,SP2_6cb7454a819c4e,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
189,SP2_ece5bb901d112f,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
190,SP2_34c33f83a54700,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
191,SP2_98d3bcfc1fbee6,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
192,SP2_b47463ef7b402e,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
193,SP2_8e4f882e5c40d5,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
194,SP2_0867352e84fac8,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
195,SP2_581ebe7b025f0c,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
196,SP2_8fec846ea752d0,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
197,SP2_6615172935166d,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
198,SP2_24ca53dac0eab4,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
