cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated
CELL_02573,45.7451,9.4408,209.2,Brivio,Brivio Centro,117.295,17.01
CELL_02574,45.7451,9.4421,207.5,Brivio,Brivio Centro,142.856,20.72
CELL_02575,45.7451,9.4434,206.4,Brivio,Brivio Centro,166.983,24.22
CELL_02576,45.7451,9.4447,206.3,Brivio,Brivio Centro,170.429,24.72
CELL_02577,45.7451,9.446,204.9,Brivio,Brivio Centro,148.887,21.59
CELL_02578,45.7451,9.4473,206.2,Brivio,Brivio Centro,123.323,17.89
CELL_02579,45.7451,9.4486,205.3,Brivio,Brivio Centro,99.948,14.5
CELL_02580,45.7451,9.4499,208.8,Brivio,Brivio Centro,80.845,11.73
CELL_02581,45.7451,9.4512,203.9,Brivio,Brivio Centro,64.975,9.42
CELL_02582,45.7451,9.4525,208.1,Brivio,Brivio Centro,52.399,7.6
CELL_02583,45.7451,9.4538,205.1,Brivio,Brivio Centro,41.848,6.07
CELL_02584,45.7451,9.4551,210.8,Brivio,Brivio Centro,33.615,4.88
CELL_02585,45.7451,9.4564,211.1,Brivio,Brivio Centro,27.144,3.94
CELL_02586,45.7451,9.4577,213.6,Brivio,Brivio Centro,21.884,3.17
CELL_02587,45.7451,9.459,211.0,Brivio,Brivio Centro,17.351,2.52
CELL_02588,45.746,9.355,378.3,La Valletta Brianza,Perego,26.963,5.89
CELL_02589,45.746,9.3563,370.3,La Valletta Brianza,Perego,32.737,7.15
CELL_02590,45.746,9.3576,374.4,La Valletta Brianza,Perego,39.615,8.65
CELL_02591,45.746,9.3589,373.2,La Valletta Brianza,Perego,47.747,10.43
CELL_02592,45.746,9.3602,380.8,La Valletta Brianza,Perego,56.462,12.34
CELL_02593,45.746,9.3615,376.7,La Valletta Brianza,Perego,65.086,14.22
CELL_02594,45.746,9.3628,379.5,La Valletta Brianza,Perego,71.83,15.69
CELL_02595,45.746,9.3641,375.4,La Valletta Brianza,Perego,74.974,16.38
CELL_02596,45.746,9.3654,380.5,La Valletta Brianza,Perego,72.926,15.93
CELL_02597,45.746,9.3667,381.1,La Valletta Brianza,Perego,66.247,14.47
CELL_02598,45.746,9.368,376.4,Santa Maria Hoè,Santa Maria Hoè Centro,52.234,15.5
CELL_02599,45.746,9.3693,369.1,Santa Maria Hoè,Santa Maria Hoè Centro,65.354,19.39
CELL_02600,45.746,9.3706,366.7,Santa Maria Hoè,Santa Maria Hoè Centro,81.297,24.12
CELL_02601,45.746,9.3719,368.1,Santa Maria Hoè,Santa Maria Hoè Centro,100.644,29.86
CELL_02602,45.746,9.3732,364.8,Santa Maria Hoè,Santa Maria Hoè Centro,119.393,35.42
CELL_02603,45.746,9.3745,367.9,Santa Maria Hoè,Santa Maria Hoè Centro,106.983,31.74
CELL_02604,45.746,9.3758,370.2,Santa Maria Hoè,Santa Maria Hoè Centro,86.652,25.71
CELL_02605,45.746,9.3771,371.2,Santa Maria Hoè,Santa Maria Hoè Centro,69.69,20.68
CELL_02606,45.746,9.3784,408.1,Santa Maria Hoè,Trebbia,16.598,4.92
CELL_02607,45.746,9.3797,412.9,Santa Maria Hoè,Trebbia,15.118,4.49
CELL_02608,45.746,9.381,409.2,Santa Maria Hoè,Trebbia,13.476,4.0
CELL_02609,45.746,9.3823,412.9,Santa Maria Hoè,Trebbia,11.655,3.46
CELL_02610,45.746,9.3836,412.1,Santa Maria Hoè,Trebbia,9.817,2.91
CELL_02611,45.746,9.3849,409.3,Santa Maria Hoè,Trebbia,8.057,2.39
CELL_02612,45.746,9.3862,348.9,Olgiate Molgora,Monticello,11.073,2.46
CELL_02613,45.746,9.3875,342.6,Olgiate Molgora,Monticello,12.937,2.88
CELL_02614,45.746,9.3888,346.4,Olgiate Molgora,Monticello,14.791,3.29
CELL_02615,45.746,9.3901,345.6,Olgiate Molgora,Monticello,16.079,3.58
CELL_02616,45.746,9.3914,336.2,Olgiate Molgora,Monticello,16.859,3.75
CELL_02617,45.746,9.3927,340.5,Olgiate Molgora,Monticello,16.722,3.72
CELL_02618,45.746,9.394,343.9,Olgiate Molgora,Monticello,15.922,3.54
CELL_02619,45.746,9.3953,338.9,Olgiate Molgora,Monticello,14.593,3.25
CELL_02620,45.746,9.3966,342.9,Olgiate Molgora,Monticello,12.992,2.89
CELL_02621,45.746,9.3979,339.8,Olgiate Molgora,Monticello,10.941,2.43
CELL_02622,45.746,9.3992,337.9,Olgiate Molgora,Monticello,9.599,2.14
CELL_02623,45.746,9.4005,341.6,Olgiate Molgora,Monticello,8.066,1.79
CELL_02624,45.746,9.4018,342.9,Olgiate Molgora,Monticello,6.773,1.51
CELL_02625,45.746,9.4031,317.8,Olgiate Molgora,Mondonico,9.475,2.11
CELL_02626,45.746,9.4044,315.5,Olgiate Molgora,Mondonico,8.526,1.9
CELL_02627,45.746,9.4057,266.9,Olgiate Molgora,Porchera,6.596,1.47
CELL_02628,45.746,9.407,273.3,Olgiate Molgora,Porchera,7.497,1.67
CELL_02629,45.746,9.4083,273.9,Olgiate Molgora,Porchera,7.917,1.76
CELL_02630,45.746,9.4096,273.4,Olgiate Molgora,Porchera,8.355,1.86
CELL_02631,45.746,9.4109,274.3,Olgiate Molgora,Porchera,8.669,1.93
CELL_02632,45.746,9.4122,266.4,Olgiate Molgora,Porchera,8.987,2.0
CELL_02633,45.746,9.4135,273.9,Olgiate Molgora,Porchera,8.673,1.93
CELL_02634,45.746,9.4148,276.0,Olgiate Molgora,Porchera,8.129,1.81
CELL_02635,45.746,9.4161,273.6,Olgiate Molgora,Porchera,7.71,1.71
CELL_02636,45.746,9.4174,274.4,Olgiate Molgora,Porchera,7.137,1.59
CELL_02637,45.746,9.4187,274.6,Olgiate Molgora,Porchera,6.338,1.41
CELL_02638,45.746,9.42,271.6,Olgiate Molgora,Porchera,5.689,1.27
CELL_02639,45.746,9.4213,270.0,Olgiate Molgora,Porchera,5.273,1.17
CELL_02640,45.746,9.4226,276.7,Olgiate Molgora,Porchera,4.551,1.01
CELL_02641,45.746,9.4239,251.0,Brivio,Beverate,9.234,1.34
CELL_02642,45.746,9.4252,253.6,Brivio,Beverate,9.043,1.31
CELL_02643,45.746,9.4265,250.1,Brivio,Beverate,9.009,1.31
CELL_02644,45.746,9.4278,253.2,Brivio,Beverate,8.632,1.25
CELL_02645,45.746,9.4291,210.5,Brivio,Brivio Centro,16.076,2.33
CELL_02646,45.746,9.4304,206.8,Brivio,Brivio Centro,20.092,2.91
CELL_02647,45.746,9.4317,208.4,Brivio,Brivio Centro,25.018,3.63
CELL_02648,45.746,9.433,206.2,Brivio,Brivio Centro,30.841,4.47
CELL_02649,45.746,9.4343,212.3,Brivio,Brivio Centro,38.088,5.52
CELL_02650,45.746,9.4356,210.6,Brivio,Brivio Centro,47.213,6.85
CELL_02651,45.746,9.4369,201.0,Brivio,Brivio Centro,58.106,8.43
CELL_02652,45.746,9.4382,212.1,Brivio,Brivio Centro,71.71,10.4
CELL_02653,45.746,9.4395,214.2,Brivio,Brivio Centro,87.351,12.67
CELL_02654,45.746,9.4408,209.4,Brivio,Brivio Centro,104.817,15.2
CELL_02655,45.746,9.4421,212.7,Brivio,Brivio Centro,122.897,17.82
CELL_02656,45.746,9.4434,211.6,Brivio,Brivio Centro,136.157,19.75
CELL_02657,45.746,9.4447,207.6,Brivio,Brivio Centro,137.728,19.98
CELL_02658,45.746,9.446,211.3,Brivio,Brivio Centro,126.616,18.36
CELL_02659,45.746,9.4473,209.1,Brivio,Brivio Centro,109.285,15.85
CELL_02660,45.746,9.4486,210.3,Brivio,Brivio Centro,91.117,13.22
CELL_02661,45.746,9.4499,213.7,Brivio,Brivio Centro,75.089,10.89
CELL_02662,45.746,9.4512,205.8,Brivio,Brivio Centro,61.058,8.86
CELL_02663,45.746,9.4525,212.1,Brivio,Brivio Centro,49.646,7.2
CELL_02664,45.746,9.4538,207.8,Brivio,Brivio Centro,40.082,5.81
CELL_02665,45.746,9.4551,207.2,Brivio,Brivio Centro,32.236,4.68
CELL_02666,45.746,9.4564,209.7,Brivio,Brivio Centro,26.041,3.78
CELL_02667,45.746,9.4577,209.8,Brivio,Brivio Centro,21.201,3.07
CELL_02668,45.746,9.459,206.0,Brivio,Brivio Centro,16.987,2.46
CELL_02669,45.7469,9.355,376.7,La Valletta Brianza,Perego,24.251,5.3
CELL_02670,45.7469,9.3563,380.0,La Valletta Brianza,Perego,29.376,6.42
CELL_02671,45.7469,9.3576,371.9,La Valletta Brianza,Perego,35.216,7.69
CELL_02672,45.7469,9.3589,373.2,La Valletta Brianza,Perego,41.404,9.05
CELL_02673,45.7469,9.3602,376.6,La Valletta Brianza,Perego,47.918,10.47
CELL_02674,45.7469,9.3615,374.6,La Valletta Brianza,Perego,54.085,11.82
CELL_02675,45.7469,9.3628,375.7,La Valletta Brianza,Perego,58.513,12.78
CELL_02676,45.7469,9.3641,371.9,La Valletta Brianza,Perego,60.368,13.19
CELL_02677,45.7469,9.3654,376.2,La Valletta Brianza,Perego,58.955,12.88
CELL_02678,45.7469,9.3667,370.9,La Valletta Brianza,Perego,54.82,11.98
CELL_02679,45.7469,9.368,372.9,Santa Maria Hoè,Santa Maria Hoè Centro,49.918,14.81
CELL_02680,45.7469,9.3693,373.8,Santa Maria Hoè,Santa Maria Hoè Centro,61.331,18.2
CELL_02681,45.7469,9.3706,369.7,Santa Maria Hoè,Santa Maria Hoè Centro,74.696,22.16
CELL_02682,45.7469,9.3719,373.5,Santa Maria Hoè,Santa Maria Hoè Centro,87.994,26.11
CELL_02683,45.7469,9.3732,375.7,Santa Maria Hoè,Santa Maria Hoè Centro,96.242,28.55
CELL_02684,45.7469,9.3745,377.0,Santa Maria Hoè,Santa Maria Hoè Centro,91.635,27.19
CELL_02685,45.7469,9.3758,375.4,Santa Maria Hoè,Santa Maria Hoè Centro,78.975,23.43
CELL_02686,45.7469,9.3771,408.1,Santa Maria Hoè,Trebbia,21.397,6.35
CELL_02687,45.7469,9.3784,405.3,Santa Maria Hoè,Trebbia,20.404,6.05
CELL_02688,45.7469,9.3797,409.7,Santa Maria Hoè,Trebbia,18.325,5.44
CELL_02689,45.7469,9.381,407.7,Santa Maria Hoè,Trebbia,15.534,4.61
CELL_02690,45.7469,9.3823,412.9,Santa Maria Hoè,Trebbia,12.985,3.85
CELL_02691,45.7469,9.3836,410.1,Santa Maria Hoè,Trebbia,11.032,3.27
CELL_02692,45.7469,9.3849,411.9,Santa Maria Hoè,Trebbia,9.072,2.69
CELL_02693,45.7469,9.3862,340.5,Olgiate Molgora,Monticello,9.536,2.12
CELL_02694,45.7469,9.3875,341.0,Olgiate Molgora,Monticello,10.94,2.43
CELL_02695,45.7469,9.3888,342.0,Olgiate Molgora,Monticello,12.14,2.7
CELL_02696,45.7469,9.3901,338.3,Olgiate Molgora,Monticello,13.205,2.94
CELL_02697,45.7469,9.3914,343.8,Olgiate Molgora,Monticello,13.598,3.02
CELL_02698,45.7469,9.3927,346.1,Olgiate Molgora,Monticello,13.595,3.02
CELL_02699,45.7469,9.394,350.2,Olgiate Molgora,Monticello,13.01,2.89
CELL_02700,45.7469,9.3953,339.6,Olgiate Molgora,Monticello,11.972,2.66
CELL_02701,45.7469,9.3966,341.0,Olgiate Molgora,Monticello,10.859,2.42
CELL_02702,45.7469,9.3979,338.7,Olgiate Molgora,Monticello,9.65,2.15
CELL_02703,45.7469,9.3992,342.4,Olgiate Molgora,Monticello,8.117,1.81
CELL_02704,45.7469,9.4005,335.5,Olgiate Molgora,Monticello,6.979,1.55
CELL_02705,45.7469,9.4018,342.3,Olgiate Molgora,Monticello,5.77,1.28
CELL_02706,45.7469,9.4031,340.1,Olgiate Molgora,Monticello,5.008,1.11
CELL_02707,45.7469,9.4044,318.7,Olgiate Molgora,Mondonico,6.876,1.53
CELL_02708,45.7469,9.4057,270.6,Olgiate Molgora,Porchera,5.553,1.24
CELL_02709,45.7469,9.407,276.8,Olgiate Molgora,Porchera,5.905,1.31
CELL_02710,45.7469,9.4083,277.1,Olgiate Molgora,Porchera,6.377,1.42
CELL_02711,45.7469,9.4096,266.8,Olgiate Molgora,Porchera,6.964,1.55
CELL_02712,45.7469,9.4109,269.7,Olgiate Molgora,Porchera,6.877,1.53
CELL_02713,45.7469,9.4122,275.1,Olgiate Molgora,Porchera,7.035,1.56
CELL_02714,45.7469,9.4135,268.9,Olgiate Molgora,Porchera,7.193,1.6
CELL_02715,45.7469,9.4148,273.7,Olgiate Molgora,Porchera,6.75,1.5
CELL_02716,45.7469,9.4161,270.9,Olgiate Molgora,Porchera,6.316,1.4
CELL_02717,45.7469,9.4174,275.5,Olgiate Molgora,Porchera,5.913,1.32
CELL_02718,45.7469,9.4187,279.3,Olgiate Molgora,Porchera,5.56,1.24
CELL_02719,45.7469,9.42,269.4,Olgiate Molgora,Porchera,4.899,1.09
CELL_02720,45.7469,9.4213,276.3,Olgiate Molgora,Porchera,4.249,0.95
CELL_02721,45.7469,9.4226,274.6,Olgiate Molgora,Porchera,3.914,0.87
CELL_02722,45.7469,9.4239,254.3,Brivio,Beverate,7.343,1.06
CELL_02723,45.7469,9.4252,254.5,Brivio,Beverate,7.462,1.08
CELL_02724,45.7469,9.4265,249.1,Brivio,Beverate,7.52,1.09
CELL_02725,45.7469,9.4278,210.5,Brivio,Brivio Centro,12.309,1.79
CELL_02726,45.7469,9.4291,210.8,Brivio,Brivio Centro,15.27,2.21
CELL_02727,45.7469,9.4304,206.5,Brivio,Brivio Centro,19.198,2.78
CELL_02728,45.7469,9.4317,208.5,Brivio,Brivio Centro,23.451,3.4
CELL_02729,45.7469,9.433,206.6,Brivio,Brivio Centro,28.942,4.2
CELL_02730,45.7469,9.4343,213.6,Brivio,Brivio Centro,35.819,5.2
CELL_02731,45.7469,9.4356,212.1,Brivio,Brivio Centro,43.5,6.31
CELL_02732,45.7469,9.4369,210.1,Brivio,Brivio Centro,53.278,7.73
CELL_02733,45.7469,9.4382,206.7,Brivio,Brivio Centro,64.288,9.32
CELL_02734,45.7469,9.4395,213.5,Brivio,Brivio Centro,76.721,11.13
CELL_02735,45.7469,9.4408,204.1,Brivio,Brivio Centro,90.123,13.07
CELL_02736,45.7469,9.4421,206.9,Brivio,Brivio Centro,102.3,14.84
CELL_02737,45.7469,9.4434,209.9,Brivio,Brivio Centro,110.197,15.98
CELL_02738,45.7469,9.4447,201.6,Brivio,Brivio Centro,110.901,16.08
CELL_02739,45.7469,9.446,205.6,Brivio,Brivio Centro,104.644,15.18
CELL_02740,45.7469,9.4473,215.7,Brivio,Brivio Centro,93.219,13.52
CELL_02741,45.7469,9.4486,204.6,Brivio,Brivio Centro,79.797,11.57
CELL_02742,45.7469,9.4499,210.6,Brivio,Brivio Centro,67.076,9.73
CELL_02743,45.7469,9.4512,208.2,Brivio,Brivio Centro,55.512,8.05
CELL_02744,45.7469,9.4525,209.4,Brivio,Brivio Centro,45.701,6.63
CELL_02745,45.7469,9.4538,208.8,Brivio,Brivio Centro,37.546,5.45
CELL_02746,45.7469,9.4551,207.8,Brivio,Brivio Centro,30.446,4.42
CELL_02747,45.7469,9.4564,205.7,Brivio,Brivio Centro,24.538,3.56
CELL_02748,45.7469,9.4577,204.8,Brivio,Brivio Centro,20.09,2.91
CELL_02749,45.7469,9.459,209.3,Brivio,Brivio Centro,16.208,2.35
CELL_02750,45.7478,9.355,380.0,La Valletta Brianza,Perego,21.514,4.7
CELL_02751,45.7478,9.3563,368.8,La Valletta Brianza,Perego,25.623,5.6
CELL_02752,45.7478,9.3576,381.7,La Valletta Brianza,Perego,30.165,6.59
CELL_02753,45.7478,9.3589,371.8,La Valletta Brianza,Perego,35.182,7.69
CELL_02754,45.7478,9.3602,373.1,La Valletta Brianza,Perego,40.043,8.75
CELL_02755,45.7478,9.3615,375.2,La Valletta Brianza,Perego,44.287,9.68
CELL_02756,45.7478,9.3628,385.3,La Valletta Brianza,Perego,47.121,10.29
CELL_02757,45.7478,9.3641,371.2,La Valletta Brianza,Perego,48.542,10.61
CELL_02758,45.7478,9.3654,373.7,La Valletta Brianza,Perego,47.733,10.43
CELL_02759,45.7478,9.3667,374.8,La Valletta Brianza,Perego,44.89,9.81
CELL_02760,45.7478,9.368,370.6,Santa Maria Hoè,Santa Maria Hoè Centro,45.551,13.51
CELL_02761,45.7478,9.3693,368.8,Santa Maria Hoè,Santa Maria Hoè Centro,54.769,16.25
CELL_02762,45.7478,9.3706,364.5,Santa Maria Hoè,Santa Maria Hoè Centro,64.493,19.13
CELL_02763,45.7478,9.3719,369.4,Santa Maria Hoè,Santa Maria Hoè Centro,73.221,21.72
CELL_02764,45.7478,9.3732,372.0,Santa Maria Hoè,Santa Maria Hoè Centro,77.516,23.0
CELL_02765,45.7478,9.3745,414.8,Santa Maria Hoè,Trebbia,21.222,6.3
CELL_02766,45.7478,9.3758,401.7,Santa Maria Hoè,Trebbia,24.768,7.35
CELL_02767,45.7478,9.3771,406.3,Santa Maria Hoè,Trebbia,26.308,7.81
CELL_02768,45.7478,9.3784,416.4,Santa Maria Hoè,Trebbia,24.691,7.33
CELL_02769,45.7478,9.3797,406.6,Santa Maria Hoè,Trebbia,21.426,6.36
CELL_02770,45.7478,9.381,411.4,Santa Maria Hoè,Trebbia,17.555,5.21
CELL_02771,45.7478,9.3823,407.8,Santa Maria Hoè,Trebbia,14.39,4.27
CELL_02772,45.7478,9.3836,410.1,Santa Maria Hoè,Trebbia,11.595,3.44
CELL_02773,45.7478,9.3849,409.1,Santa Maria Hoè,Trebbia,9.432,2.8
CELL_02774,45.7478,9.3862,410.8,Santa Maria Hoè,Trebbia,7.911,2.35
CELL_02775,45.7478,9.3875,337.4,Olgiate Molgora,Monticello,9.158,2.04
CELL_02776,45.7478,9.3888,340.1,Olgiate Molgora,Monticello,9.868,2.19
CELL_02777,45.7478,9.3901,341.4,Olgiate Molgora,Monticello,10.626,2.36
CELL_02778,45.7478,9.3914,340.1,Olgiate Molgora,Monticello,10.912,2.43
CELL_02779,45.7478,9.3927,337.3,Olgiate Molgora,Monticello,10.927,2.43
CELL_02780,45.7478,9.394,339.0,Olgiate Molgora,Monticello,10.595,2.36
CELL_02781,45.7478,9.3953,341.9,Olgiate Molgora,Monticello,9.918,2.21
CELL_02782,45.7478,9.3966,339.1,Olgiate Molgora,Monticello,9.087,2.02
CELL_02783,45.7478,9.3979,344.9,Olgiate Molgora,Monticello,8.111,1.8
CELL_02784,45.7478,9.3992,339.6,Olgiate Molgora,Monticello,7.209,1.6
CELL_02785,45.7478,9.4005,341.9,Olgiate Molgora,Monticello,5.896,1.31
CELL_02786,45.7478,9.4018,341.7,Olgiate Molgora,Monticello,5.07,1.13
CELL_02787,45.7478,9.4031,342.3,Olgiate Molgora,Monticello,4.235,0.94
CELL_02788,45.7478,9.4044,337.3,Olgiate Molgora,Monticello,3.865,0.86
CELL_02789,45.7478,9.4057,272.1,Olgiate Molgora,Porchera,4.508,1.0
CELL_02790,45.7478,9.407,275.2,Olgiate Molgora,Porchera,4.826,1.07
CELL_02791,45.7478,9.4083,267.3,Olgiate Molgora,Porchera,5.39,1.2
CELL_02792,45.7478,9.4096,273.7,Olgiate Molgora,Porchera,5.452,1.21
CELL_02793,45.7478,9.4109,272.0,Olgiate Molgora,Porchera,5.802,1.29
CELL_02794,45.7478,9.4122,270.9,Olgiate Molgora,Porchera,5.939,1.32
CELL_02795,45.7478,9.4135,267.5,Olgiate Molgora,Porchera,5.83,1.3
CELL_02796,45.7478,9.4148,269.8,Olgiate Molgora,Porchera,5.339,1.19
CELL_02797,45.7478,9.4161,271.8,Olgiate Molgora,Porchera,5.39,1.2
CELL_02798,45.7478,9.4174,265.8,Olgiate Molgora,Porchera,4.888,1.09
CELL_02799,45.7478,9.4187,270.9,Olgiate Molgora,Porchera,4.334,0.96
CELL_02800,45.7478,9.42,270.2,Olgiate Molgora,Porchera,3.925,0.87
CELL_02801,45.7478,9.4213,270.9,Olgiate Molgora,Porchera,3.486,0.78
CELL_02802,45.7478,9.4226,271.1,Olgiate Molgora,Porchera,3.289,0.73
CELL_02803,45.7478,9.4278,207.4,Brivio,Brivio Centro,11.936,1.73
CELL_02804,45.7478,9.4291,207.4,Brivio,Brivio Centro,14.554,2.11
CELL_02805,45.7478,9.4304,213.8,Brivio,Brivio Centro,17.932,2.6
CELL_02806,45.7478,9.4317,207.3,Brivio,Brivio Centro,21.846,3.17
CELL_02807,45.7478,9.433,209.7,Brivio,Brivio Centro,26.605,3.86
CELL_02808,45.7478,9.4343,205.6,Brivio,Brivio Centro,32.398,4.7
CELL_02809,45.7478,9.4356,207.9,Brivio,Brivio Centro,39.326,5.7
CELL_02810,45.7478,9.4369,209.4,Brivio,Brivio Centro,47.493,6.89
CELL_02811,45.7478,9.4382,209.5,Brivio,Brivio Centro,56.473,8.19
CELL_02812,45.7478,9.4395,205.4,Brivio,Brivio Centro,66.078,9.58
CELL_02813,45.7478,9.4408,208.9,Brivio,Brivio Centro,75.573,10.96
CELL_02814,45.7478,9.4421,208.5,Brivio,Brivio Centro,83.557,12.12
CELL_02815,45.7478,9.4434,209.2,Brivio,Brivio Centro,88.587,12.85
CELL_02816,45.7478,9.4447,209.6,Brivio,Brivio Centro,89.386,12.96
CELL_02817,45.7478,9.446,208.6,Brivio,Brivio Centro,85.084,12.34
CELL_02818,45.7478,9.4473,203.2,Brivio,Brivio Centro,77.477,11.24
CELL_02819,45.7478,9.4486,209.1,Brivio,Brivio Centro,68.351,9.91
CELL_02820,45.7478,9.4499,207.6,Brivio,Brivio Centro,58.462,8.48
CELL_02821,45.7478,9.4512,208.8,Brivio,Brivio Centro,49.293,7.15
CELL_02822,45.7478,9.4525,210.6,Brivio,Brivio Centro,41.268,5.99
CELL_02823,45.7478,9.4538,213.8,Brivio,Brivio Centro,34.153,4.95
CELL_02824,45.7478,9.4551,208.2,Brivio,Brivio Centro,27.822,4.04
CELL_02825,45.7478,9.4564,207.0,Brivio,Brivio Centro,23.015,3.34
CELL_02826,45.7478,9.4577,208.6,Brivio,Brivio Centro,18.526,2.69
CELL_02827,45.7478,9.459,209.9,Brivio,Brivio Centro,15.319,2.22
CELL_02828,45.7487,9.355,374.1,La Valletta Brianza,Perego,18.762,4.1
CELL_02829,45.7487,9.3563,374.7,La Valletta Brianza,Perego,22.276,4.87
CELL_02830,45.7487,9.3576,377.7,La Valletta Brianza,Perego,26.021,5.68
CELL_02831,45.7487,9.3589,373.0,La Valletta Brianza,Perego,29.728,6.49
CELL_02832,45.7487,9.3602,371.5,La Valletta Brianza,Perego,32.902,7.19
CELL_02833,45.7487,9.3615,379.5,La Valletta Brianza,Perego,36.203,7.91
CELL_02834,45.7487,9.3628,371.4,La Valletta Brianza,Perego,38.076,8.32
CELL_02835,45.7487,9.3641,373.1,La Valletta Brianza,Perego,38.848,8.49
CELL_02836,45.7487,9.3654,379.8,La Valletta Brianza,Perego,38.445,8.4
CELL_02837,45.7487,9.3667,376.9,Santa Maria Hoè,Santa Maria Hoè Centro,33.587,9.96
CELL_02838,45.7487,9.368,370.1,Santa Maria Hoè,Santa Maria Hoè Centro,40.357,11.97
CELL_02839,45.7487,9.3693,372.9,Santa Maria Hoè,Santa Maria Hoè Centro,47.399,14.06
CELL_02840,45.7487,9.3706,374.7,Santa Maria Hoè,Santa Maria Hoè Centro,54.279,16.1
CELL_02841,45.7487,9.3719,370.6,Santa Maria Hoè,Santa Maria Hoè Centro,59.477,17.65
CELL_02842,45.7487,9.3732,408.8,Santa Maria Hoè,Trebbia,18.834,5.59
CELL_02843,45.7487,9.3745,407.0,Santa Maria Hoè,Trebbia,23.33,6.92
CELL_02844,45.7487,9.3758,410.6,Santa Maria Hoè,Trebbia,28.586,8.48
CELL_02845,45.7487,9.3771,409.1,Santa Maria Hoè,Trebbia,32.674,9.69
CELL_02846,45.7487,9.3784,410.0,Santa Maria Hoè,Trebbia,28.921,8.58
CELL_02847,45.7487,9.3797,410.8,Santa Maria Hoè,Trebbia,23.512,6.98
CELL_02848,45.7487,9.381,414.5,Santa Maria Hoè,Trebbia,18.833,5.59
CELL_02849,45.7487,9.3823,408.4,Santa Maria Hoè,Trebbia,15.179,4.5
CELL_02850,45.7487,9.3836,412.8,Santa Maria Hoè,Trebbia,12.343,3.66
CELL_02851,45.7487,9.3849,406.8,Santa Maria Hoè,Trebbia,9.92,2.94
CELL_02852,45.7487,9.3862,411.1,Santa Maria Hoè,Trebbia,8.15,2.42
CELL_02853,45.7487,9.3875,409.1,Santa Maria Hoè,Trebbia,6.475,1.92
CELL_02854,45.7487,9.3888,347.1,Olgiate Molgora,Monticello,8.177,1.82
CELL_02855,45.7487,9.3901,344.3,Olgiate Molgora,Monticello,8.751,1.95
CELL_02856,45.7487,9.3914,340.6,Olgiate Molgora,Monticello,8.757,1.95
CELL_02857,45.7487,9.3927,341.1,Olgiate Molgora,Monticello,8.691,1.93
CELL_02858,45.7487,9.394,340.7,Olgiate Molgora,Monticello,8.519,1.89
CELL_02859,45.7487,9.3953,339.9,Olgiate Molgora,Monticello,8.011,1.78
CELL_02860,45.7487,9.3966,343.1,Olgiate Molgora,Monticello,7.369,1.64
CELL_02861,45.7487,9.3979,347.9,Olgiate Molgora,Monticello,6.682,1.49
CELL_02862,45.7487,9.3992,340.8,Olgiate Molgora,Monticello,5.975,1.33
CELL_02863,45.7487,9.4005,339.0,Olgiate Molgora,Monticello,5.414,1.2
CELL_02864,45.7487,9.4018,339.8,Olgiate Molgora,Monticello,4.415,0.98
CELL_02865,45.7487,9.4031,345.6,Olgiate Molgora,Monticello,4.056,0.9
CELL_02866,45.7487,9.4044,338.0,Olgiate Molgora,Monticello,3.354,0.75
CELL_02867,45.7487,9.4057,272.9,Olgiate Molgora,Porchera,3.813,0.85
CELL_02868,45.7487,9.407,270.3,Olgiate Molgora,Porchera,4.123,0.92
CELL_02869,45.7487,9.4083,271.3,Olgiate Molgora,Porchera,4.407,0.98
CELL_02870,45.7487,9.4096,274.3,Olgiate Molgora,Porchera,4.442,0.99
CELL_02871,45.7487,9.4109,272.5,Olgiate Molgora,Porchera,4.548,1.01
CELL_02872,45.7487,9.4122,274.4,Olgiate Molgora,Porchera,4.856,1.08
CELL_02873,45.7487,9.4135,273.4,Olgiate Molgora,Porchera,4.477,1.0
CELL_02874,45.7487,9.4148,266.5,Olgiate Molgora,Porchera,4.692,1.04
CELL_02875,45.7487,9.4161,270.8,Olgiate Molgora,Porchera,4.174,0.93
CELL_02876,45.7487,9.4174,271.4,Olgiate Molgora,Porchera,3.958,0.88
CELL_02877,45.7487,9.4187,272.9,Olgiate Molgora,Porchera,3.654,0.81
CELL_02878,45.7487,9.42,274.5,Olgiate Molgora,Porchera,3.342,0.74
CELL_02879,45.7487,9.4213,269.2,Olgiate Molgora,Porchera,3.218,0.72
CELL_02880,45.7487,9.4278,211.8,Brivio,Brivio Centro,10.776,1.56
CELL_02881,45.7487,9.4291,210.7,Brivio,Brivio Centro,13.466,1.95
CELL_02882,45.7487,9.4304,209.7,Brivio,Brivio Centro,16.172,2.35
CELL_02883,45.7487,9.4317,207.7,Brivio,Brivio Centro,19.727,2.86
CELL_02884,45.7487,9.433,207.1,Brivio,Brivio Centro,24.181,3.51
CELL_02885,45.7487,9.4343,207.3,Brivio,Brivio Centro,29.076,4.22
CELL_02886,45.7487,9.4356,210.8,Brivio,Brivio Centro,34.955,5.07
CELL_02887,45.7487,9.4369,207.2,Brivio,Brivio Centro,41.408,6.01
CELL_02888,45.7487,9.4382,208.2,Brivio,Brivio Centro,48.431,7.02
CELL_02889,45.7487,9.4395,204.4,Brivio,Brivio Centro,55.577,8.06
CELL_02890,45.7487,9.4408,205.7,Brivio,Brivio Centro,62.507,9.07
