cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated,nearest_stop_id,nearest_stop_dist_m,walk_min_std,walk_min_slope
CELL_02792,45.7478,9.4096,273.7,Olgiate Molgora,Porchera,5.452,1.21,S_MONDONICO,1766.3,22.08,24.2
CELL_02793,45.7478,9.4109,272.0,Olgiate Molgora,Porchera,5.802,1.29,S_MONDONICO,1854.7,23.18,25.38
CELL_02794,45.7478,9.4122,270.9,Olgiate Molgora,Porchera,5.939,1.32,S_BEVERATE,2130.7,26.63,25.74
CELL_02795,45.7478,9.4135,267.5,Olgiate Molgora,Porchera,5.83,1.3,S_BEVERATE,2062.6,25.78,25.03
CELL_02796,45.7478,9.4148,269.8,Olgiate Molgora,Porchera,5.339,1.19,S_BEVERATE,2000.1,25.0,24.15
CELL_02797,45.7478,9.4161,271.8,Olgiate Molgora,Porchera,5.39,1.2,S_BEVERATE,1943.8,24.3,23.36
CELL_02798,45.7478,9.4174,265.8,Olgiate Molgora,Porchera,4.888,1.09,S_BEVERATE,1894.3,23.68,23.0
CELL_02799,45.7478,9.4187,270.9,Olgiate Molgora,Porchera,4.334,0.96,S_BEVERATE,1852.1,23.15,22.25
CELL_02800,45.7478,9.42,270.2,Olgiate Molgora,Porchera,3.925,0.87,S_BEVERATE,1817.7,22.72,21.85
CELL_02801,45.7478,9.4213,270.9,Olgiate Molgora,Porchera,3.486,0.78,S_BEVERATE,1791.5,22.39,21.5
CELL_02802,45.7478,9.4226,271.1,Olgiate Molgora,Porchera,3.289,0.73,S_BEVERATE,1774.0,22.17,21.27
CELL_02803,45.7478,9.4278,207.4,Brivio,Brivio Centro,11.936,1.73,S_BRIVIO_CASTELLO,1673.7,20.92,20.95
CELL_02804,45.7478,9.4291,207.4,Brivio,Brivio Centro,14.554,2.11,S_BRIVIO_CASTELLO,1554.1,19.43,19.45
CELL_02805,45.7478,9.4304,213.8,Brivio,Brivio Centro,17.932,2.6,S_BRIVIO_CASTELLO,1435.5,17.94,17.69
CELL_02806,45.7478,9.4317,207.3,Brivio,Brivio Centro,21.846,3.17,S_BRIVIO_CASTELLO,1318.4,16.48,16.51
CELL_02807,45.7478,9.433,209.7,Brivio,Brivio Centro,26.605,3.86,S_BRIVIO_CASTELLO,1203.1,15.04,14.96
CELL_02808,45.7478,9.4343,205.6,Brivio,Brivio Centro,32.398,4.7,S_BRIVIO_CASTELLO,1090.3,13.63,13.73
CELL_02809,45.7478,9.4356,207.9,Brivio,Brivio Centro,39.326,5.7,S_BRIVIO_CASTELLO,980.8,12.26,12.26
CELL_02810,45.7478,9.4369,209.4,Brivio,Brivio Centro,47.493,6.89,S_BRIVIO_CASTELLO,875.7,10.95,10.89
CELL_02811,45.7478,9.4382,209.5,Brivio,Brivio Centro,56.473,8.19,S_BRIVIO_CASTELLO,777.1,9.71,9.65
CELL_02812,45.7478,9.4395,205.4,Brivio,Brivio Centro,66.078,9.58,S_BRIVIO_CASTELLO,687.5,8.59,8.71
CELL_02813,45.7478,9.4408,208.9,Brivio,Brivio Centro,75.573,10.96,S_BRIVIO_CASTELLO,611.0,7.64,7.6
CELL_02814,45.7478,9.4421,208.5,Brivio,Brivio Centro,83.557,12.12,S_BRIVIO_CASTELLO,553.0,6.91,6.89
CELL_02815,45.7478,9.4434,209.2,Brivio,Brivio Centro,88.587,12.85,S_BRIVIO_CASTELLO,519.9,6.5,6.45
CELL_02816,45.7478,9.4447,209.6,Brivio,Brivio Centro,89.386,12.96,S_BRIVIO_PONTE,430.8,5.39,5.36
CELL_02817,45.7478,9.446,208.6,Brivio,Brivio Centro,85.084,12.34,S_BRIVIO_PONTE,329.2,4.11,4.13
CELL_02818,45.7478,9.4473,203.2,Brivio,Brivio Centro,77.477,11.24,S_BRIVIO_PONTE,251.0,3.14,3.4
CELL_02819,45.7478,9.4486,209.1,Brivio,Brivio Centro,68.351,9.91,S_BRIVIO_PONTE,222.5,2.78,2.78
CELL_02820,45.7478,9.4499,207.6,Brivio,Brivio Centro,58.462,8.48,S_BRIVIO_PONTE,260.6,3.26,3.32
CELL_02821,45.7478,9.4512,208.8,Brivio,Brivio Centro,49.293,7.15,S_BRIVIO_PONTE,343.8,4.3,4.31
CELL_02822,45.7478,9.4525,210.6,Brivio,Brivio Centro,41.268,5.99,S_BRIVIO_PONTE,447.6,5.59,5.53
CELL_02823,45.7478,9.4538,213.8,Brivio,Brivio Centro,34.153,4.95,S_BRIVIO_PONTE,560.7,7.01,6.8
CELL_02824,45.7478,9.4551,208.2,Brivio,Brivio Centro,27.822,4.04,S_BRIVIO_PONTE,678.5,8.48,8.52
CELL_02825,45.7478,9.4564,207.0,Brivio,Brivio Centro,23.015,3.34,S_BRIVIO_PONTE,798.8,9.99,10.07
CELL_02826,45.7478,9.4577,208.6,Brivio,Brivio Centro,18.526,2.69,S_BRIVIO_PONTE,920.8,11.51,11.53
CELL_02827,45.7478,9.459,209.9,Brivio,Brivio Centro,15.319,2.22,S_BRIVIO_PONTE,1043.8,13.05,13.01
CELL_02828,45.7487,9.355,374.1,La Valletta Brianza,Perego,18.762,4.1,S_VALLETTA_SP342,696.9,8.71,8.97
CELL_02829,45.7487,9.3563,374.7,La Valletta Brianza,Perego,22.276,4.87,S_VALLETTA_SP342,578.6,7.23,7.47
CELL_02830,45.7487,9.3576,377.7,La Valletta Brianza,Perego,26.021,5.68,S_VALLETTA_SP342,464.6,5.81,5.91
CELL_02831,45.7487,9.3589,373.0,La Valletta Brianza,Perego,29.728,6.49,S_VALLETTA_SP342,358.8,4.49,4.8
CELL_02832,45.7487,9.3602,371.5,La Valletta Brianza,Perego,32.902,7.19,S_VALLETTA_SP342,271.2,3.39,3.78
CELL_02833,45.7487,9.3615,379.5,La Valletta Brianza,Perego,36.203,7.91,S_VALLETTA_SP342,224.2,2.8,2.82
CELL_02834,45.7487,9.3628,371.4,La Valletta Brianza,Perego,38.076,8.32,S_VALLETTA_SP342,242.6,3.03,3.43
CELL_02835,45.7487,9.3641,373.1,La Valletta Brianza,Perego,38.848,8.49,S_VALLETTA_SP342,315.1,3.94,4.25
CELL_02836,45.7487,9.3654,379.8,La Valletta Brianza,Perego,38.445,8.4,S_VALLETTA_SP342,414.3,5.18,5.19
CELL_02837,45.7487,9.3667,376.9,Santa Maria Hoè,Santa Maria Hoè Centro,33.587,9.96,S_VALLETTA_SP342,525.3,6.57,6.7
CELL_02838,45.7487,9.368,370.1,Santa Maria Hoè,Santa Maria Hoè Centro,40.357,11.97,S_VALLETTA_SP342,641.9,8.02,8.47
CELL_02839,45.7487,9.3693,372.9,Santa Maria Hoè,Santa Maria Hoè Centro,47.399,14.06,S_SMARIA_CENTRO,586.6,7.33,7.25
CELL_02840,45.7487,9.3706,374.7,Santa Maria Hoè,Santa Maria Hoè Centro,54.279,16.1,S_SMARIA_CENTRO,509.3,6.37,6.21
CELL_02841,45.7487,9.3719,370.6,Santa Maria Hoè,Santa Maria Hoè Centro,59.477,17.65,S_SMARIA_CENTRO,454.6,5.68,5.7
CELL_02842,45.7487,9.3732,408.8,Santa Maria Hoè,Trebbia,18.834,5.59,S_SMARIA_TREB,385.1,4.81,4.87
CELL_02843,45.7487,9.3745,407.0,Santa Maria Hoè,Trebbia,23.33,6.92,S_SMARIA_TREB,261.9,3.27,3.41
CELL_02844,45.7487,9.3758,410.6,Santa Maria Hoè,Trebbia,28.586,8.48,S_SMARIA_TREB,144.1,1.8,1.78
CELL_02845,45.7487,9.3771,409.1,Santa Maria Hoè,Trebbia,32.674,9.69,S_SMARIA_TREB,69.5,0.87,0.91
CELL_02846,45.7487,9.3784,410.0,Santa Maria Hoè,Trebbia,28.921,8.58,S_SMARIA_TREB,144.1,1.8,1.8
CELL_02847,45.7487,9.3797,410.8,Santa Maria Hoè,Trebbia,23.512,6.98,S_SMARIA_TREB,261.9,3.27,3.24
CELL_02848,45.7487,9.381,414.5,Santa Maria Hoè,Trebbia,18.833,5.59,S_SMARIA_TREB,385.1,4.81,4.62
CELL_02849,45.7487,9.3823,408.4,Santa Maria Hoè,Trebbia,15.179,4.5,S_SMARIA_TREB,509.8,6.37,6.44
CELL_02850,45.7487,9.3836,412.8,Santa Maria Hoè,Trebbia,12.343,3.66,S_SMARIA_TREB,635.1,7.94,7.82
CELL_02851,45.7487,9.3849,406.8,Santa Maria Hoè,Trebbia,9.92,2.94,S_SMARIA_TREB,760.8,9.51,9.65
CELL_02852,45.7487,9.3862,411.1,Santa Maria Hoè,Trebbia,8.15,2.42,S_SMARIA_TREB,886.6,11.08,11.03
CELL_02853,45.7487,9.3875,409.1,Santa Maria Hoè,Trebbia,6.475,1.92,S_MONTICELLO_OLG,1028.6,12.86,11.27
CELL_02854,45.7487,9.3888,347.1,Olgiate Molgora,Monticello,8.177,1.82,S_MONTICELLO_OLG,977.9,12.22,12.13
CELL_02855,45.7487,9.3901,344.3,Olgiate Molgora,Monticello,8.751,1.95,S_MONTICELLO_OLG,941.5,11.77,11.8
CELL_02856,45.7487,9.3914,340.6,Olgiate Molgora,Monticello,8.757,1.95,S_MONTICELLO_OLG,921.1,11.51,11.71
CELL_02857,45.7487,9.3927,341.1,Olgiate Molgora,Monticello,8.691,1.93,S_MONTICELLO_OLG,917.7,11.47,11.64
CELL_02858,45.7487,9.394,340.7,Olgiate Molgora,Monticello,8.519,1.89,S_MONTICELLO_OLG,931.6,11.65,11.84
CELL_02859,45.7487,9.3953,339.9,Olgiate Molgora,Monticello,8.011,1.78,S_MONTICELLO_OLG,962.1,12.03,12.25
CELL_02860,45.7487,9.3966,343.1,Olgiate Molgora,Monticello,7.369,1.64,S_MONTICELLO_OLG,1007.5,12.59,12.68
CELL_02861,45.7487,9.3979,347.9,Olgiate Molgora,Monticello,6.682,1.49,S_MONTICELLO_OLG,1066.1,13.33,13.2
CELL_02862,45.7487,9.3992,340.8,Olgiate Molgora,Monticello,5.975,1.33,S_MONTICELLO_OLG,1135.7,14.2,14.38
CELL_02863,45.7487,9.4005,339.0,Olgiate Molgora,Monticello,5.414,1.2,S_MONTICELLO_OLG,1214.5,15.18,15.45
CELL_02864,45.7487,9.4018,339.8,Olgiate Molgora,Monticello,4.415,0.98,S_MONTICELLO_OLG,1300.8,16.26,16.49
CELL_02865,45.7487,9.4031,345.6,Olgiate Molgora,Monticello,4.056,0.9,S_MONTICELLO_OLG,1393.2,17.41,17.39
CELL_02866,45.7487,9.4044,338.0,Olgiate Molgora,Monticello,3.354,0.75,S_MONTICELLO_OLG,1490.6,18.63,18.94
CELL_02867,45.7487,9.4057,272.9,Olgiate Molgora,Porchera,3.813,0.85,S_MONDONICO,1640.0,20.5,22.67
CELL_02868,45.7487,9.407,270.3,Olgiate Molgora,Porchera,4.123,0.92,S_MONDONICO,1707.0,21.34,23.63
CELL_02869,45.7487,9.4083,271.3,Olgiate Molgora,Porchera,4.407,0.98,S_MONDONICO,1780.5,22.26,24.49
CELL_02870,45.7487,9.4096,274.3,Olgiate Molgora,Porchera,4.442,0.99,S_MONDONICO,1859.7,23.25,25.33
CELL_02871,45.7487,9.4109,272.5,Olgiate Molgora,Porchera,4.548,1.01,S_MONDONICO,1943.8,24.3,26.47
CELL_02872,45.7487,9.4122,274.4,Olgiate Molgora,Porchera,4.856,1.08,S_BEVERATE,2235.4,27.94,26.89
CELL_02873,45.7487,9.4135,273.4,Olgiate Molgora,Porchera,4.477,1.0,S_BEVERATE,2170.5,27.13,26.13
CELL_02874,45.7487,9.4148,266.5,Olgiate Molgora,Porchera,4.692,1.04,S_BEVERATE,2111.2,26.39,25.68
CELL_02875,45.7487,9.4161,270.8,Olgiate Molgora,Porchera,4.174,0.93,S_BEVERATE,2058.0,25.72,24.83
CELL_02876,45.7487,9.4174,271.4,Olgiate Molgora,Porchera,3.958,0.88,S_BEVERATE,2011.3,25.14,24.22
CELL_02877,45.7487,9.4187,272.9,Olgiate Molgora,Porchera,3.654,0.81,S_BEVERATE,1971.6,24.64,23.66
CELL_02878,45.7487,9.42,274.5,Olgiate Molgora,Porchera,3.342,0.74,S_BEVERATE,1939.3,24.24,23.19
CELL_02879,45.7487,9.4213,269.2,Olgiate Molgora,Porchera,3.218,0.72,S_BEVERATE,1914.8,23.93,23.11
CELL_02880,45.7487,9.4278,211.8,Brivio,Brivio Centro,10.776,1.56,S_BRIVIO_CASTELLO,1716.3,21.45,21.29
CELL_02881,45.7487,9.4291,210.7,Brivio,Brivio Centro,13.466,1.95,S_BRIVIO_CASTELLO,1599.8,20.0,19.88
CELL_02882,45.7487,9.4304,209.7,Brivio,Brivio Centro,16.172,2.35,S_BRIVIO_CASTELLO,1484.9,18.56,18.49
CELL_02883,45.7487,9.4317,207.7,Brivio,Brivio Centro,19.727,2.86,S_BRIVIO_CASTELLO,1372.0,17.15,17.16
CELL_02884,45.7487,9.433,207.1,Brivio,Brivio Centro,24.181,3.51,S_BRIVIO_CASTELLO,1261.6,15.77,15.81
CELL_02885,45.7487,9.4343,207.3,Brivio,Brivio Centro,29.076,4.22,S_BRIVIO_CASTELLO,1154.5,14.43,14.46
CELL_02886,45.7487,9.4356,210.8,Brivio,Brivio Centro,34.955,5.07,S_BRIVIO_CASTELLO,1051.7,13.15,13.02
CELL_02887,45.7487,9.4369,207.2,Brivio,Brivio Centro,41.408,6.01,S_BRIVIO_CASTELLO,954.5,11.93,11.97
CELL_02888,45.7487,9.4382,208.2,Brivio,Brivio Centro,48.431,7.02,S_BRIVIO_CASTELLO,864.9,10.81,10.8
CELL_02889,45.7487,9.4395,204.4,Brivio,Brivio Centro,55.577,8.06,S_BRIVIO_CASTELLO,785.3,9.82,9.98
CELL_02890,45.7487,9.4408,205.7,Brivio,Brivio Centro,62.507,9.07,S_BRIVIO_CASTELLO,719.3,8.99,9.09
CELL_02891,45.7487,9.4421,216.8,Brivio,Brivio Centro,67.966,9.86,S_BRIVIO_CASTELLO,670.8,8.39,8.01
CELL_02892,45.7487,9.4434,210.1,Brivio,Brivio Centro,71.407,10.36,S_BRIVIO_PONTE,605.0,7.56,7.51
CELL_02893,45.7487,9.4447,210.4,Brivio,Brivio Centro,71.698,10.4,S_BRIVIO_PONTE,506.8,6.33,6.27
CELL_02894,45.7487,9.446,207.7,Brivio,Brivio Centro,69.213,10.04,S_BRIVIO_PONTE,423.8,5.3,5.35
CELL_02895,45.7487,9.4473,210.2,Brivio,Brivio Centro,63.969,9.28,S_BRIVIO_PONTE,366.3,4.58,4.53
CELL_02896,45.7487,9.4486,209.0,Brivio,Brivio Centro,57.234,8.3,S_BRIVIO_PONTE,347.4,4.34,4.34
CELL_02897,45.7487,9.4499,205.1,Brivio,Brivio Centro,50.031,7.26,S_BRIVIO_PONTE,373.0,4.66,4.84
CELL_02898,45.7487,9.4512,209.7,Brivio,Brivio Centro,43.016,6.24,S_BRIVIO_PONTE,435.2,5.44,5.41
CELL_02899,45.7487,9.4525,206.1,Brivio,Brivio Centro,36.277,5.26,S_BRIVIO_PONTE,521.1,6.51,6.64
CELL_02900,45.7487,9.4538,211.0,Brivio,Brivio Centro,30.252,4.39,S_BRIVIO_PONTE,621.0,7.76,7.68
CELL_02901,45.7487,9.4551,208.2,Brivio,Brivio Centro,25.193,3.65,S_BRIVIO_PONTE,729.1,9.11,9.15
CELL_02902,45.7487,9.4564,206.4,Brivio,Brivio Centro,20.649,2.99,S_BRIVIO_PONTE,842.2,10.53,10.64
CELL_02903,45.7487,9.4577,213.3,Brivio,Brivio Centro,17.034,2.47,S_BRIVIO_PONTE,958.7,11.98,11.8
CELL_02904,45.7487,9.459,201.8,Brivio,Brivio Centro,14.039,2.04,S_BRIVIO_PONTE,1077.3,13.47,13.79
CELL_02905,45.7496,9.355,373.2,La Valletta Brianza,Perego,16.388,3.58,S_VALLETTA_SP342,746.2,9.33,9.63
CELL_02906,45.7496,9.3563,378.6,La Valletta Brianza,Perego,18.923,4.13,S_VALLETTA_SP342,637.2,7.96,8.03
CELL_02907,45.7496,9.3576,375.8,La Valletta Brianza,Perego,21.727,4.75,S_VALLETTA_SP342,535.7,6.7,6.88
CELL_02908,45.7496,9.3589,378.0,La Valletta Brianza,Perego,24.505,5.35,S_VALLETTA_SP342,447.2,5.59,5.68
CELL_02909,45.7496,9.3602,376.3,La Valletta Brianza,Perego,27.085,5.92,S_VALLETTA_SP342,380.5,4.76,4.92
CELL_02910,45.7496,9.3615,368.7,La Valletta Brianza,Perego,29.252,6.39,S_VALLETTA_SP342,348.5,4.36,4.88
CELL_02911,45.7496,9.3628,375.3,La Valletta Brianza,Perego,30.788,6.73,S_VALLETTA_SP342,360.6,4.51,4.72
CELL_02912,45.7496,9.3641,373.0,La Valletta Brianza,Perego,31.27,6.83,S_VALLETTA_SP342,412.9,5.16,5.48
CELL_02913,45.7496,9.3654,370.8,La Valletta Brianza,Perego,31.018,6.78,S_VALLETTA_SP342,492.8,6.16,6.58
CELL_02914,45.7496,9.3667,372.2,Santa Maria Hoè,Santa Maria Hoè Centro,29.412,8.73,S_VALLETTA_SP342,589.2,7.36,7.71
CELL_02915,45.7496,9.368,377.8,Santa Maria Hoè,Santa Maria Hoè Centro,34.732,10.3,S_VALLETTA_SP342,695.2,8.69,8.79
CELL_02916,45.7496,9.3693,369.9,Santa Maria Hoè,Santa Maria Hoè Centro,39.869,11.83,S_SMARIA_CENTRO,683.6,8.55,8.59
CELL_02917,45.7496,9.3706,376.8,Santa Maria Hoè,Santa Maria Hoè Centro,44.561,13.22,S_SMARIA_CENTRO,618.7,7.73,7.48
CELL_02918,45.7496,9.3719,410.6,Santa Maria Hoè,Trebbia,15.152,4.5,S_SMARIA_TREB,508.1,6.35,6.33
CELL_02919,45.7496,9.3732,409.0,Santa Maria Hoè,Trebbia,18.979,5.63,S_SMARIA_TREB,382.8,4.79,4.83
CELL_02920,45.7496,9.3745,409.9,Santa Maria Hoè,Trebbia,23.509,6.97,S_SMARIA_TREB,258.6,3.23,3.24
CELL_02921,45.7496,9.3758,409.3,Santa Maria Hoè,Trebbia,29.153,8.65,S_SMARIA_TREB,137.9,1.72,1.76
CELL_02922,45.7496,9.3771,408.4,Santa Maria Hoè,Trebbia,33.803,10.03,S_SMARIA_TREB,55.6,0.69,0.77
CELL_02923,45.7496,9.3784,411.1,Santa Maria Hoè,Trebbia,29.1,8.63,S_SMARIA_TREB,137.9,1.72,1.68
CELL_02924,45.7496,9.3797,410.1,Santa Maria Hoè,Trebbia,23.403,6.94,S_SMARIA_TREB,258.6,3.23,3.23
CELL_02925,45.7496,9.381,410.0,Santa Maria Hoè,Trebbia,18.796,5.58,S_SMARIA_TREB,382.8,4.79,4.79
CELL_02926,45.7496,9.3823,410.6,Santa Maria Hoè,Trebbia,15.269,4.53,S_SMARIA_TREB,508.1,6.35,6.33
CELL_02927,45.7496,9.3836,411.9,Santa Maria Hoè,Trebbia,12.283,3.64,S_SMARIA_TREB,633.8,7.92,7.84
CELL_02928,45.7496,9.3849,408.9,Santa Maria Hoè,Trebbia,9.926,2.94,S_SMARIA_TREB,759.6,9.5,9.54
CELL_02929,45.7496,9.3862,411.5,Santa Maria Hoè,Trebbia,8.071,2.39,S_SMARIA_TREB,885.6,11.07,11.0
CELL_02930,45.7496,9.3875,414.4,Santa Maria Hoè,Trebbia,6.267,1.86,S_MONTICELLO_OLG,1141.5,14.27,12.44
CELL_02931,45.7496,9.3888,340.7,Olgiate Molgora,Monticello,6.612,1.47,S_MONTICELLO_OLG,1096.0,13.7,13.89
CELL_02932,45.7496,9.3901,339.4,Olgiate Molgora,Monticello,6.827,1.52,S_MONTICELLO_OLG,1063.6,13.3,13.54
CELL_02933,45.7496,9.3914,337.1,Olgiate Molgora,Monticello,7.222,1.61,S_MONTICELLO_OLG,1045.6,13.07,13.42
CELL_02934,45.7496,9.3927,350.0,Olgiate Molgora,Monticello,7.157,1.59,S_MONTICELLO_OLG,1042.7,13.03,12.82
CELL_02935,45.7496,9.394,340.4,Olgiate Molgora,Monticello,6.971,1.55,S_MONTICELLO_OLG,1054.9,13.19,13.39
CELL_02936,45.7496,9.3953,346.7,Olgiate Molgora,Monticello,6.808,1.51,S_MONTICELLO_OLG,1081.9,13.52,13.45
CELL_02937,45.7496,9.3966,342.0,Olgiate Molgora,Monticello,6.265,1.39,S_MONTICELLO_OLG,1122.5,14.03,14.16
CELL_02938,45.7496,9.3979,337.1,Olgiate Molgora,Monticello,5.535,1.23,S_MONTICELLO_OLG,1175.3,14.69,15.04
CELL_02939,45.7496,9.3992,339.6,Olgiate Molgora,Monticello,5.086,1.13,S_MONTICELLO_OLG,1238.8,15.49,15.72
CELL_02940,45.7496,9.4005,348.5,Olgiate Molgora,Monticello,4.492,1.0,S_MONTICELLO_OLG,1311.5,16.39,16.24
CELL_02941,45.7496,9.4018,345.0,Olgiate Molgora,Monticello,3.988,0.89,S_MONTICELLO_OLG,1391.7,17.4,17.4
CELL_02942,45.7496,9.4031,343.7,Olgiate Molgora,Monticello,3.414,0.76,S_MONTICELLO_OLG,1478.5,18.48,18.54
CELL_02943,45.7496,9.4044,341.4,Olgiate Molgora,Monticello,2.718,0.6,S_MONTICELLO_OLG,1570.6,19.63,19.79
CELL_02944,45.7496,9.4057,342.2,Olgiate Molgora,Monticello,2.49,0.55,S_MONDONICO,1749.1,21.86,20.91
CELL_02945,45.7496,9.407,271.9,Olgiate Molgora,Porchera,3.232,0.72,S_MONDONICO,1812.2,22.65,24.86
CELL_02946,45.7496,9.4083,275.1,Olgiate Molgora,Porchera,3.503,0.78,S_MONDONICO,1881.5,23.52,25.57
CELL_02947,45.7496,9.4096,273.0,Olgiate Molgora,Porchera,3.741,0.83,S_MONDONICO,1956.6,24.46,26.6
CELL_02948,45.7496,9.4109,273.7,Olgiate Molgora,Porchera,3.832,0.85,S_MONDONICO,2036.8,25.46,27.57
CELL_02949,45.7496,9.4122,271.6,Olgiate Molgora,Porchera,3.646,0.81,S_BEVERATE,2342.0,29.27,28.35
CELL_02950,45.7496,9.4135,276.7,Olgiate Molgora,Porchera,3.974,0.88,S_BEVERATE,2280.2,28.5,27.36
CELL_02951,45.7496,9.4148,273.5,Olgiate Molgora,Porchera,3.655,0.81,S_BEVERATE,2223.8,27.8,26.79
CELL_02952,45.7496,9.4161,272.2,Olgiate Molgora,Porchera,3.737,0.83,S_BEVERATE,2173.3,27.17,26.21
CELL_02953,45.7496,9.4174,275.8,Olgiate Molgora,Porchera,3.517,0.78,S_BEVERATE,2129.2,26.61,25.51
CELL_02954,45.7496,9.4187,268.2,Olgiate Molgora,Porchera,3.205,0.71,S_BEVERATE,2091.7,26.15,25.36
CELL_02955,45.7496,9.4291,210.6,Brivio,Brivio Centro,12.36,1.79,S_BRIVIO_CASTELLO,1653.7,20.67,20.56
CELL_02956,45.7496,9.4304,206.5,Brivio,Brivio Centro,14.757,2.14,S_BRIVIO_CASTELLO,1542.8,19.29,19.35
CELL_02957,45.7496,9.4317,208.7,Brivio,Brivio Centro,17.827,2.59,S_BRIVIO_CASTELLO,1434.5,17.93,17.9
CELL_02958,45.7496,9.433,213.7,Brivio,Brivio Centro,21.276,3.09,S_BRIVIO_CASTELLO,1329.3,16.62,16.37
CELL_02959,45.7496,9.4343,212.6,Brivio,Brivio Centro,25.713,3.73,S_BRIVIO_CASTELLO,1228.2,15.35,15.15
CELL_02960,45.7496,9.4356,207.9,Brivio,Brivio Centro,30.268,4.39,S_BRIVIO_CASTELLO,1132.0,14.15,14.15
CELL_02961,45.7496,9.4369,210.1,Brivio,Brivio Centro,35.382,5.13,S_BRIVIO_CASTELLO,1042.4,13.03,12.94
CELL_02962,45.7496,9.4382,216.6,Brivio,Brivio Centro,41.004,5.95,S_BRIVIO_CASTELLO,960.9,12.01,11.64
CELL_02963,45.7496,9.4395,201.7,Brivio,Brivio Centro,46.302,6.72,S_BRIVIO_CASTELLO,890.1,11.13,11.4
CELL_02964,45.7496,9.4408,211.8,Brivio,Brivio Centro,51.26,7.43,S_BRIVIO_CASTELLO,832.4,10.4,10.24
CELL_02965,45.7496,9.4421,212.4,Brivio,Brivio Centro,55.155,8.0,S_BRIVIO_PONTE,780.7,9.76,9.61
CELL_02966,45.7496,9.4434,214.7,Brivio,Brivio Centro,57.303,8.31,S_BRIVIO_PONTE,684.4,8.56,8.31
CELL_02967,45.7496,9.4447,211.4,Brivio,Brivio Centro,57.627,8.36,S_BRIVIO_PONTE,599.4,7.49,7.39
CELL_02968,45.7496,9.446,212.8,Brivio,Brivio Centro,55.966,8.12,S_BRIVIO_PONTE,531.1,6.64,6.47
CELL_02969,45.7496,9.4473,213.8,Brivio,Brivio Centro,52.315,7.59,S_BRIVIO_PONTE,486.5,6.08,5.87
CELL_02970,45.7496,9.4486,216.4,Brivio,Brivio Centro,47.573,6.9,S_BRIVIO_PONTE,472.4,5.91,5.59
CELL_02971,45.7496,9.4499,213.1,Brivio,Brivio Centro,42.238,6.13,S_BRIVIO_PONTE,491.5,6.14,5.97
CELL_02972,45.7496,9.4512,205.2,Brivio,Brivio Centro,36.541,5.3,S_BRIVIO_PONTE,540.3,6.75,6.92
CELL_02973,45.7496,9.4525,210.0,Brivio,Brivio Centro,31.31,4.54,S_BRIVIO_PONTE,611.6,7.64,7.6
CELL_02974,45.7496,9.4538,210.7,Brivio,Brivio Centro,26.552,3.85,S_BRIVIO_PONTE,698.6,8.73,8.66
CELL_02975,45.7496,9.4551,210.6,Brivio,Brivio Centro,22.312,3.24,S_BRIVIO_PONTE,796.3,9.95,9.88
CELL_02976,45.7496,9.4564,215.5,Brivio,Brivio Centro,18.637,2.7,S_BRIVIO_PONTE,901.0,11.26,10.98
CELL_02977,45.7496,9.4577,208.6,Brivio,Brivio Centro,15.52,2.25,S_BRIVIO_PONTE,1010.7,12.63,12.65
CELL_02978,45.7496,9.459,214.4,Brivio,Brivio Centro,12.715,1.84,S_BRIVIO_PONTE,1123.9,14.05,13.81
CELL_02979,45.7505,9.355,376.7,La Valletta Brianza,Perego,13.861,3.03,S_VALLETTA_SP342,812.0,10.15,10.3
CELL_02980,45.7505,9.3563,376.6,La Valletta Brianza,Perego,15.915,3.48,S_VALLETTA_SP342,713.1,8.91,9.06
CELL_02981,45.7505,9.3576,372.6,La Valletta Brianza,Perego,18.108,3.96,S_VALLETTA_SP342,624.1,7.8,8.13
CELL_02982,45.7505,9.3589,377.8,La Valletta Brianza,Perego,20.406,4.46,S_VALLETTA_SP342,549.9,6.87,6.97
CELL_02983,45.7505,9.3602,374.3,La Valletta Brianza,Perego,22.052,4.82,S_VALLETTA_SP342,497.2,6.22,6.47
CELL_02984,45.7505,9.3615,371.0,La Valletta Brianza,Perego,23.841,5.21,S_VALLETTA_SP342,473.2,5.92,6.32
CELL_02985,45.7505,9.3628,375.1,La Valletta Brianza,Perego,24.982,5.46,S_VALLETTA_SP342,482.2,6.03,6.25
CELL_02986,45.7505,9.3641,377.9,La Valletta Brianza,Perego,25.095,5.48,S_VALLETTA_SP342,522.5,6.53,6.62
CELL_02987,45.7505,9.3654,377.0,La Valletta Brianza,Perego,24.775,5.41,S_VALLETTA_SP342,587.7,7.35,7.48
CELL_02988,45.7505,9.3667,369.5,Santa Maria Hoè,Santa Maria Hoè Centro,25.494,7.56,S_VALLETTA_SP342,670.5,8.38,8.85
CELL_02989,45.7505,9.368,367.4,Santa Maria Hoè,Santa Maria Hoè Centro,29.282,8.69,S_VALLETTA_SP342,765.3,9.57,10.13
CELL_02990,45.7505,9.3693,410.5,Santa Maria Hoè,Trebbia,9.775,2.9,S_SMARIA_CENTRO,788.6,9.86,8.28
CELL_02991,45.7505,9.3706,409.0,Santa Maria Hoè,Trebbia,11.875,3.52,S_SMARIA_CENTRO,733.0,9.16,7.74
